gisjoin,year,state,county,total_pop,urban_pop,rural_farm_pop,black_pop,white_pop,black_farm_val,white_farm_val,black_acres,white_acres,black_num_farms,white_num_farms
G2100850,1930,Kentucky,Grayson,17055,0,13831,154,16901,1600,4426717,128,268610,2,2862
G2100870,1930,Kentucky,Green,11401,0,9965,979,10422,185405,4914345,6473,152795,184,2577
G2100890,1930,Kentucky,Greenup,24554,0,12058,298,24256,9400,6093954,148,184400,5,2128
G2100910,1930,Kentucky,Hancock,6147,0,4614,284,5863,35055,2836095,344,90421,15,1060
G2100930,1930,Kentucky,Hardin,20913,2590,13031,1231,19682,87675,8557312,2373,312762,48,2704
G2100950,1930,Kentucky,Harlan,64557,6966,4623,5879,58641,10400,2411686,417,57671,7,779
G2100970,1930,Kentucky,Harrison,14859,4386,8918,1022,13837,164039,16330830,2250,197546,58,2556
G2100990,1930,Kentucky,Hart,16169,0,13063,1403,14766,221605,6556520,5590,223664,190,2885
G2101010,1930,Kentucky,Henderson,26295,11668,11212,4398,21897,610475,12362632,13052,230506,312,2313
G2101030,1930,Kentucky,Henry,12564,0,8297,1181,11383,175790,12377754,1650,174341,79,2107
G2101050,1930,Kentucky,Hickman,8725,0,6424,1048,7677,133270,4637176,4139,119516,87,1347
G2101070,1930,Kentucky,Hopkins,37449,10217,12227,5281,32168,115645,8371517,2448,217595,70,2583
G2101090,1930,Kentucky,Jackson,10467,0,9523,18,10449,800,2074583,69,126636,1,1864
G2101110,1930,Kentucky,Jefferson,355350,307745,13259,51068,304237,249900,31391484,1720,158599,60,2556
G2101130,1930,Kentucky,Jessamine,12431,3128,5854,1951,10478,365640,10728322,3167,93868,124,1191
G2101150,1930,Kentucky,Johnson,22968,0,12657,46,22922,0,3950365,0,142529,0,2281
G2101170,1930,Kentucky,Kenton,93534,74654,5812,3870,89647,37200,9201688,630,80531,13,1277
G2101190,1930,Kentucky,Knott,15230,0,11978,229,15001,18060,3068590,580,152139,17,1934
G2101210,1930,Kentucky,Knox,26266,1735,15502,595,25671,36300,3997816,578,154625,27,2823
G2101230,1930,Kentucky,Larue,9093,0,6971,513,8580,44465,4776040,1323,143656,31,1500
G2101250,1930,Kentucky,Laurel,21109,0,15789,303,20806,21975,4704234,217,162096,16,2876
G2101270,1930,Kentucky,Lawrence,16713,0,13467,124,16589,7000,5394907,104,223376,2,2407
G2101290,1930,Kentucky,Lee,9729,0,6452,140,9589,7070,1720333,228,77970,12,1276
G2101310,1930,Kentucky,Leslie,10765,0,10190,19,10746,4000,2810380,145,131415,3,1624
G2101330,1930,Kentucky,Letcher,35702,8465,10787,2120,33572,0,2992265,0,109812,0,1674
G2101350,1930,Kentucky,Lewis,14315,0,10829,62,14253,10250,5701883,927,228337,10,2186
G2101370,1930,Kentucky,Lincoln,17687,0,12767,1762,15925,148005,9925628,3023,197607,148,2544
G2101390,1930,Kentucky,Livingston,8608,0,6049,350,8258,23070,3516211,1360,177410,20,1319
G2101410,1930,Kentucky,Logan,21875,3297,15216,3486,18389,573808,10946206,13682,295642,373,3006
G2101430,1930,Kentucky,Lyon,8530,0,5141,1200,7330,70827,2778006,4148,117188,93,1117
G2101450,1930,Kentucky,McCracken,46271,33541,8878,7762,38507,444061,6914944,5133,115302,250,1729
G2101470,1930,Kentucky,McCreary,14627,0,6270,27,14600,0,833286,0,59989,0,1058
G2101490,1930,Kentucky,McLean,11072,0,6769,315,10756,43810,4992475,1211,131627,24,1552
G2101510,1930,Kentucky,Madison,27621,6495,16811,4324,23297,797765,18182202,12020,240495,419,3395
G2101530,1930,Kentucky,Magoffin,15719,0,13432,44,15675,10200,3964572,408,168727,5,2422
